   50;    7;  -35
4.977528e+01;    7;  -35
4.955056e+01;    7;  -35
4.932584e+01;    7;  -35
4.910112e+01;    7;  -35
4.887640e+01;    7;  -35
4.865169e+01;    7;  -35
4.842697e+01;    7;  -35
4.820225e+01;    7;  -35
4.797753e+01;    7;  -35
4.775281e+01;    7;  -35
4.752809e+01;    7;  -35
4.730337e+01;    7;  -35
4.707865e+01;    7;  -35
4.685393e+01;    7;  -35
4.662921e+01;    7;  -35
4.640449e+01;    7;  -35
4.617978e+01;    7;  -35
4.595506e+01;    7;  -35
4.573034e+01;    7;  -35
4.550562e+01;    7;  -35
4.528090e+01;    7;  -35
4.505618e+01;    7;  -35
4.483146e+01;    7;  -35
4.460674e+01;    7;  -35
4.438202e+01;    7;  -35
4.415730e+01;    7;  -35
4.393258e+01;    7;  -35
4.370787e+01;    7;  -35
4.348315e+01;    7;  -35
4.325843e+01;    7;  -35
4.303371e+01;    7;  -35
4.280899e+01;    7;  -35
4.258427e+01;    7;  -35
4.235955e+01;    7;  -35
4.213483e+01;    7;  -35
4.191011e+01;    7;  -35
4.168539e+01;    7;  -35
4.146067e+01;    7;  -35
4.123596e+01;    7;  -35
4.101124e+01;    7;  -35
4.078652e+01;    7;  -35
4.056180e+01;    7;  -35
4.033708e+01;    7;  -35
4.011236e+01;    7;  -35
3.988764e+01;    7;  -35
3.966292e+01;    7;  -35
3.943820e+01;    7;  -35
3.921348e+01;    7;  -35
3.898876e+01;    7;  -35
3.876404e+01;    7;  -35
3.853933e+01;    7;  -35
3.831461e+01;    7;  -35
3.808989e+01;    7;  -35
3.786517e+01;    7;  -35
3.764045e+01;    7;  -35
3.741573e+01;    7;  -35
3.719101e+01;    7;  -35
3.696629e+01;    7;  -35
3.674157e+01;    7;  -35
3.651685e+01;    7;  -35
3.629213e+01;    7;  -35
3.606742e+01;    7;  -35
3.584270e+01;    7;  -35
3.561798e+01;    7;  -35
3.539326e+01;    7;  -35
3.516854e+01;    7;  -35
3.494382e+01;    7;  -35
3.471910e+01;    7;  -35
3.449438e+01;    7;  -35
3.426966e+01;    7;  -35
3.404494e+01;    7;  -35
3.382022e+01;    7;  -35
3.359551e+01;    7;  -35
3.337079e+01;    7;  -35
3.314607e+01;    7;  -35
3.292135e+01;    7;  -35
3.269663e+01;    7;  -35
3.247191e+01;    7;  -35
3.224719e+01;    7;  -35
3.202247e+01;    7;  -35
3.179775e+01;    7;  -35
3.157303e+01;    7;  -35
3.134831e+01;    7;  -35
3.112360e+01;    7;  -35
3.089888e+01;    7;  -35
3.067416e+01;    7;  -35
3.044944e+01;    7;  -35
3.022472e+01;    7;  -35
   30;    7;  -35
   30;    7;  -35
3.005862e+01;    7;-3.445940e+01
3.023379e+01;    7;-3.392515e+01
3.052347e+01;    7;-3.340349e+01
3.092425e+01;    7;-3.290055e+01
3.143143e+01;    7;-3.242223e+01
3.203907e+01;    7;-3.197413e+01
3.274005e+01;    7;-3.156150e+01
3.352614e+01;    7;-3.118919e+01
3.438813e+01;    7;-3.086156e+01
3.531592e+01;    7;-3.058244e+01
3.629862e+01;    7;-3.035512e+01
3.732472e+01;    7;-3.018225e+01
3.838218e+01;    7;-3.006587e+01
3.945861e+01;    7;-3.000733e+01
4.054139e+01;    7;-3.000733e+01
4.161782e+01;    7;-3.006587e+01
4.267528e+01;    7;-3.018225e+01
4.370138e+01;    7;-3.035512e+01
4.468408e+01;    7;-3.058244e+01
4.561187e+01;    7;-3.086156e+01
4.647386e+01;    7;-3.118919e+01
4.725995e+01;    7;-3.156150e+01
4.796093e+01;    7;-3.197413e+01
4.856857e+01;    7;-3.242223e+01
4.907575e+01;    7;-3.290055e+01
4.947653e+01;    7;-3.340349e+01
4.976621e+01;    7;-3.392515e+01
4.994138e+01;    7;-3.445940e+01
   50;    7;  -35
